school_code,county,pub_priv,district,city,school_name,enrollment,utd_num,utd_per,cond_num,cond_per,pme_num,pme_per,pbe_num,pbe_per,p,q,r,s,t,u,v,w,x,y,z,aa,ab,ac,ad,ae,af,herd,field34,field35,field36,field37,field38,field39,field40,field41,field42,field43,CDSCode,NCESDist,NCESSchool,StatusType,County,District,School,Street,StreetAbr,City,Zip,State,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Phone,Ext,Website,OpenDate,ClosedDate,Charter,CharterNum,FundingType,DOC,DOCType,SOC,SOCType,EdOpsCode,EdOpsName,EILCode,EILName,GSoffered,GSserved,Virtual,Latitude,Longitude,AdmFName1,AdmLName1,AdmEmail1,AdmFName2,AdmLName2,AdmEmail2,AdmFName3,AdmLName3,AdmEmail3,LastUpdate,school_code
6117303,SAN DIEGO,PUBLIC,JAMUL-DULZURA UNION ELEMENTARY,JAMUL,GREATER SAN DIEGO ACADEMY,35,21,60,0,0,0,0,14,40,6,17,8,23,0,0,21,60,21,60,21,60,21,60,21,60,Y,Yes,,,,,,,,,,,37681556117303,0618730,08302,Active,San Diego,Jamul-Dulzura Union Elementary,Greater San Diego Academy,13881 Campo Road,13881 Campo Rd.,Jamul,91935-3208,CA,13881 Campo Road,13881 Campo Rd.,Jamul,91935-3208,CA,(619) 669-3050,,www.gsdacademy.com,8/30/1999,,Y,0261,Directly funded,52,Elementary School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,K-12,N,32.717240,-116.87706,Catherine,Bowes,cbowes@jdusd.org,,,,,,,10/7/2015,6117303
6038319,SAN DIEGO,PUBLIC,JAMUL-DULZURA UNION ELEMENTARY,JAMUL,JAMUL PRIMARY,64,62,97,1,2,0,0,1,2,1,2,0,0,0,0,62,97,63,98,63,98,63,98,63,98,Y,Yes,,,,,,,,,,,37681556038319,0618730,02273,Active,San Diego,Jamul-Dulzura Union Elementary,Jamul Primary,14567 Lyons Valley Road,14567 Lyons Valley Rd.,Jamul,91935-3324,CA,14567 Lyons Valley Road,14567 Lyons Valley Rd.,Jamul,91935-3324,CA,(619) 669-7800,,www.jdusd.net/primary.cfm,7/1/1980,,N,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-3,K-3,N,32.730137,-116.85456,Nadine,Bennett,nbennett@jdusd.org,,,,,,,6/18/2015,6038319
0128421,SAN DIEGO,PUBLIC,JULIAN UNION ELEMENTARY,JULIAN,HARBOR SPRINGS CHARTER,150,124,83,2,1,1,1,23,15,15,10,8,5,0,0,126,84,126,84,125,83,125,83,126,84,Y,Yes,,,,,,,,,,,37681630128421,0619140,13715,Active,San Diego,Julian Union Elementary,Harbor Springs Charter,1704 Cape Horn,1704 Cape Horn,Julian,92036,CA,43466 Business Park Drive,43466 Business Park Dr.,Temecula,92590,CA,(951) 252-8800,,www.springscharterschools.org,8/27/2013,,Y,1589,Directly funded,52,Elementary School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,K-12,N,33.078652,-116.59486,Kathleen,Hermsmeyer,kathleen.hermsmeyer@harborspringscharter.org,Amy,Podratz,amy.podratz@springscs.org,,,,5/5/2016,0128421
3731239,SAN DIEGO,PUBLIC,JULIAN UNION ELEMENTARY,JULIAN,JULIAN CHARTER,187,103,55,0,0,1,1,83,44,40,21,43,23,0,0,103,55,103,55,103,55,103,55,103,55,Y,Yes,,,,,,,,,,,37681633731239,0619140,08596,Active,San Diego,Julian Union Elementary,Julian Charter,1704 Cape Horn,1704 Cape Horn,Julian,92036,CA,PO Box 2470,PO Box 2470,Julian,92036,CA,(760) 765-3847,,www.juliancharterschool.org,11/22/1999,,Y,0267,Directly funded,52,Elementary School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,K-12,N,33.078080,-116.59581,Jennifer,Cauzza,jcauzza@juliancharterschool.org,,,,,,,1/27/2016,3731239
6038327,SAN DIEGO,PUBLIC,JULIAN UNION ELEMENTARY,JULIAN,JULIAN ELEMENTARY,39,37,95,2,5,0,0,0,0,0,0,0,0,0,0,37,95,37,95,37,95,37,95,37,95,Y,No,,,,,,,,,,,37681636038327,0619140,02306,Active,San Diego,Julian Union Elementary,Julian Elementary,1704 Cape Horn,1704 Cape Horn,Julian,92036-0337,CA,PO Box 337,PO Box 337,Julian,92036-0337,CA,(760) 765-0661,,,7/1/1980,,N,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,33.078080,-116.59581,Scot,Copeland,copeland@juesd.net,Brian,Duffy,brian.duffy@juesd.net,,,,6/18/2015,6038327
6038400,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,SPRING VALLEY,AVONDALE ELEMENTARY,69,62,90,7,10,0,0,0,0,0,0,0,0,0,0,65,94,67,97,65,94,67,97,68,99,Y,No,,,,,,,,,,,37681976038400,0620250,02424,Active,San Diego,La Mesa-Spring Valley,Avondale Elementary,8401 Stansbury Street,8401 Stansbury St.,Spring Valley,91977-3737,CA,4750 Date Avenue,4750 Date Ave.,La Mesa,91941-5214,CA,(619) 668-5880,,,7/1/1980,,N,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,32.719139,-117.01727,John,Ashley,john.ashley@lmsvsd.net,,,,,,,6/18/2015,6038400
6038418,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,SPRING VALLEY,BANCROFT ELEMENTARY,84,81,96,2,2,0,0,1,1,1,1,0,0,0,0,81,96,82,98,81,96,82,98,83,99,Y,Yes,,,,,,,,,,,37681976038418,0620250,02425,Active,San Diego,La Mesa-Spring Valley,Bancroft Elementary,8805 Tyler Street,8805 Tyler St.,Spring Valley,91977-3336,CA,4750 Date Avenue,4750 Date Ave.,La Mesa,91941-5214,CA,(619) 668-5890,,,7/1/1980,,N,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,32.730135,-117.00817,Kimberly,Libenguth,kimberly.libenguth@lmsvsd.net,,,,,,,8/17/2015,6038418
6038434,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,SPRING VALLEY,CASA DE ORO ELEMENTARY,86,79,92,5,6,0,0,2,2,0,0,2,2,0,0,79,92,81,94,84,98,84,98,84,98,Y,Yes,,,,,,,,,,,37681976038434,0620250,02427,Active,San Diego,La Mesa-Spring Valley,Casa de Oro Elementary,10227 Ramona Drive,10227 Ramona Dr.,Spring Valley,91977-1720,CA,4750 Date Avenue,4750 Date Ave.,La Mesa,91941-5214,CA,(619) 668-5715,,,7/1/1980,,N,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,32.747767,-116.97276,Dana,James,dana.james@lmsvsd.net,,,,,,,6/18/2015,6038434
6038442,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,EL CAJON,FLETCHER HILLS ELEMENTARY,121,119,98,1,1,0,0,1,1,1,1,0,0,0,0,120,99,120,99,120,99,119,98,120,99,Y,Yes,,,,,,,,,,,37681976038442,0620250,02428,Active,San Diego,La Mesa-Spring Valley,Fletcher Hills Elementary,2330 Center Place,2330 Center Pl.,El Cajon,92020-2809,CA,4750 Date Avenue,4750 Date Ave.,La Mesa,91941,CA,(619) 668-5820,,,7/1/1980,,N,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,32.800478,-116.99618,Eileen,Cotter,eileen.cotter@lmsvsd.net,,,,,,,6/18/2015,6038442
6038459,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,SPRING VALLEY,HIGHLANDS ELEMENTARY,95,91,96,3,3,0,0,1,1,0,0,1,1,0,0,91,96,91,96,92,97,92,97,94,99,Y,Yes,,,,,,,,,,,37681976038459,0620250,02429,Active,San Diego,La Mesa-Spring Valley,Highlands Elementary,3131 South Barcelona Street,3131 South Barcelona St.,Spring Valley,91977-3003,CA,4750 Date Avenue,4750 Date Ave.,La Mesa,91941-5214,CA,(619) 668-5780,,,7/1/1980,,N,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,32.737305,-116.98155,Jon,McEvoy,jon.mcevoy@lmsvsd.net,,,,,,,8/12/2015,6038459
6038467,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,SPRING VALLEY,KEMPTON STREET ELEMENTARY,94,85,90,9,10,0,0,0,0,0,0,0,0,0,0,86,91,87,93,88,94,88,94,92,98,Y,No,,,,,,,,,,,37681976038467,0620250,02430,Active,San Diego,La Mesa-Spring Valley,Kempton Street Elementary,740 Kempton Street,740 Kempton St.,Spring Valley,91977-5017,CA,4750 Date Avenue,4750 Date Ave.,La Mesa,91941-5214,CA,(619) 668-5870,,,7/1/1980,,N,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,32.710497,-117.00175,Wendy,Newmark,wendy.newmark@lmsvsd.net,,,,,,,6/18/2015,6038467
6038475,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,LA MESA,LA MESA DALE ELEMENTARY,90,87,97,0,0,1,1,2,2,2,2,0,0,0,0,87,97,87,97,87,97,87,97,87,97,Y,Yes,,,,,,,,,,,37681976038475,0620250,02431,Active,San Diego,La Mesa-Spring Valley,La Mesa Dale Elementary,4370 Parks Avenue,4370 Parks Ave.,La Mesa,91941-5214,CA,4750 Date Avenue,4750 Date Ave.,La Mesa,91941-5214,CA,(619) 668-5740,,,7/1/1980,,N,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,32.757662,-117.03215,Kelley,Rabasco,kelley.rabasco@lmsvsd.net,,,,,,,6/18/2015,6038475
6038509,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,SPRING VALLEY,LA PRESA ELEMENTARY,63,60,95,1,2,0,0,2,3,2,3,0,0,0,0,60,95,61,97,61,97,61,97,61,97,Y,Yes,,,,,,,,,,,37681976038509,0620250,02433,Active,San Diego,La Mesa-Spring Valley,La Presa Elementary,519 La Presa Street,519 La Presa St.,Spring Valley,91977-6011,CA,4750 Date Avenue,4750 Date Ave.,La Mesa,91941-5214,CA,(619) 668-5790,,,7/1/1980,,N,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,32.706482,-116.99327,Peter,Dean,peter.dean@lmsvsd.net,,,,,,,6/18/2015,6038509
6038517,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,LA MESA,LEMON AVENUE ELEMENTARY,132,131,99,0,0,0,0,1,1,0,0,1,1,0,0,131,99,131,99,131,99,131,99,131,99,Y,Yes,,,,,,,,,,,37681976038517,0620250,02435,Active,San Diego,La Mesa-Spring Valley,Lemon Avenue Elementary,8787 Lemon Avenue,8787 Lemon Ave.,La Mesa,91941-5214,CA,4750 Date Avenue,4750 Date Ave.,La Mesa,91941-5214,CA,(619) 668-5835,,,7/1/1980,,N,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,32.768184,-117.00837,Natalie,Martinez,natalie.martinez@lmsvsd.net,,,,,,,6/18/2015,6038517
6098446,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,SPRING VALLEY,LOMA ELEMENTARY,37,32,86,4,11,0,0,1,3,0,0,1,3,0,0,32,86,32,86,32,86,33,89,34,92,Y,Yes,,,,,,,,,,,37681976098446,0620250,02436,Active,San Diego,La Mesa-Spring Valley,Loma Elementary,10355 Loma Lane,10355 Loma Ln.,Spring Valley,91978-1517,CA,4750 Date Avenue,4750 Date Ave.,La Mesa,91941-5214,CA,(619) 668-5862,,,7/1/1980,,N,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,32.736664,-116.96884,Melody,Belcher,melody.belcher@lmsvsd.net,,,,,,,6/18/2015,6098446
6038525,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,LA MESA,MARYLAND AVENUE ELEMENTARY,86,66,77,17,20,0,0,3,3,0,0,3,3,0,0,73,85,73,85,68,79,81,94,82,95,Y,Yes,,,,,,,,,,,37681976038525,0620250,02437,Active,San Diego,La Mesa-Spring Valley,Maryland Avenue Elementary,5400 Maryland Avenue,5400 Maryland Ave.,La Mesa,91941-5214,CA,4750 Date Avenue,4750 Date Ave.,La Mesa,91941-5214,CA,(619) 668-5744,,,7/1/1980,,N,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,32.777787,-117.03820,Kelli,Nelscon,kelli.nelson@lmsvsd.net,,,,,,,6/18/2015,6038525
6070833,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,LA MESA,MURDOCK ELEMENTARY,101,97,96,3,3,0,0,1,1,1,1,0,0,0,0,99,98,100,99,100,99,98,97,100,99,Y,Yes,,,,,,,,,,,37681976070833,0620250,02438,Active,San Diego,La Mesa-Spring Valley,Murdock Elementary,4354 Conrad Drive,4354 Conrad Dr.,La Mesa,91941-5214,CA,4750 Date Avenue,4750 Date Ave.,La Mesa,91941-5214,CA,(619) 668-5775,,,7/1/1980,,N,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,32.758828,-116.98474,Jenni,Luibel,jenni.luibel@lmsvsd.net,,,,,,,6/18/2015,6070833
6038533,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,LA MESA,MURRAY MANOR ELEMENTARY,104,93,89,6,6,0,0,5,5,3,3,2,2,0,0,96,92,94,90,97,93,97,93,98,94,Y,Yes,,,,,,,,,,,37681976038533,0620250,02439,Active,San Diego,La Mesa-Spring Valley,Murray Manor Elementary,8305 El Paso Street,8305 El Paso St.,La Mesa,91942-2704,CA,4750 Date Avenue,4750 Date Ave.,La Mesa,91941-5214,CA,(619) 668-5865,,,9/11/1953,,N,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,32.788351,-117.01987,Gina,Miller,gina.miller@lmsvsd.net,,,,,,,10/13/2015,6038533
6038541,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,LA MESA,NORTHMONT ELEMENTARY,75,63,84,10,13,0,0,2,3,2,3,0,0,0,0,64,85,66,88,64,85,69,92,72,96,Y,Yes,,,,,,,,,,,37681976038541,0620250,02440,Active,San Diego,La Mesa-Spring Valley,Northmont Elementary,9405 Gregory Street,9405 Gregory St.,La Mesa,91942-3811,CA,4750 Date Avenue,4750 Date Ave.,La Mesa,91941-5214,CA,(619) 668-5830,,,7/1/1980,,N,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,32.790877,-116.99398,Laura,Hollis,laura.hollis@lmsvsd.net,,,,,,,6/18/2015,6038541
6038566,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,SPRING VALLEY,RANCHO ELEMENTARY,54,53,98,1,2,0,0,0,0,0,0,0,0,0,0,53,98,54,100,54,100,54,100,54,100,Y,No,,,,,,,,,,,37681976038566,0620250,02442,Active,San Diego,La Mesa-Spring Valley,Rancho Elementary,8845 Noeline Avenue,8845 Noeline Ave.,Spring Valley,91977-5716,CA,4750 Date Avenue,4750 Date Ave.,La Mesa,91941-5214,CA,(619) 668-5885,,,7/1/1980,,N,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,32.705080,-117.01594,Dana,Wright,dana.wright@lmsvsd.net,,,,,,,8/14/2015,6038566
6038574,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,LA MESA,ROLANDO ELEMENTARY,84,82,98,1,1,0,0,1,1,0,0,1,1,0,0,83,99,83,99,83,99,82,98,83,99,Y,Yes,,,,,,,,,,,37681976038574,0620250,02443,Active,San Diego,La Mesa-Spring Valley,Rolando Elementary,6925 Tower Street,6925 Tower St.,La Mesa,91941-5214,CA,4750 Date Avenue,4750 Date Ave.,La Mesa,91941-5214,CA,(619) 668-5800,,,7/1/1980,,N,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,32.763199,-117.04876,Noelle,Suffield,noelle.suffield@lmsvsd.net,,,,,,,8/14/2015,6038574
6111207,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,SPRING VALLEY,SWEETWATER SPRINGS ELEMENTARY,79,77,97,1,1,0,0,1,1,1,1,0,0,0,0,77,97,78,99,77,97,78,99,78,99,Y,Yes,,,,,,,,,,,37681976111207,0620250,02634,Active,San Diego,La Mesa-Spring Valley,Sweetwater Springs Elementary,10129 Austin Drive,10129 Austin Dr.,Spring Valley,91977-6903,CA,4750 Date Avenue,4750 Date Ave.,La Mesa,91941,CA,(619) 668-5895,,,7/21/1993,,N,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,32.731776,-116.97660,Monica,Robinson,monica.robinson@lmsvsd.net,,,,,,,6/18/2015,6111207
6120901,SAN DIEGO,PUBLIC,LAKESIDE UNION ELEMENTARY,LAKESIDE,BARONA INDIAN CHARTER,12,12,100,0,0,0,0,0,0,0,0,0,0,0,0,12,100,12,100,12,100,12,100,12,100,Y,No,,,,,,,,,,,37681896120901,0620790,10631,Active,San Diego,Lakeside Union Elementary,Barona Indian Charter,1095 Barona Road,1095 Barona Rd.,Lakeside,92040-1541,CA,1095 Barona Road,1095 Barona Rd.,Lakeside,92040-1541,CA,(619) 443-0948,,,9/3/2002,,Y,0469,Directly funded,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,32.933084,-116.87720,Josh,Stepner,jstepner@barona-nsn.gov,,,,,,,4/20/2016,6120901
0129288,SAN DIEGO,PUBLIC,LAKESIDE UNION ELEMENTARY,LAKESIDE,EUCALYPTUS HILLS ELEMENTARY,107,102,95,2,2,0,0,3,3,3,3,0,0,0,0,103,96,103,96,104,97,104,97,104,97,Y,Yes,,,,,,,,,,,37681890129288,0620790,13731,Active,San Diego,Lakeside Union Elementary,Eucalyptus Hills Elementary,11838 Valle Vista Road,11838 Valle Vista Rd.,Lakeside,92040-1046,CA,11838 Valle Vista Road,11838 Valle Vista Rd.,Lakeside,92040-1046,CA,(619) 390-2634,,www.lsusd.net,1/6/2014,,N,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-K,K,N,32.892434,-116.94779,Robert,Brown,rbrown@lsusd.net,,,,,,,8/13/2015,0129288
6038343,SAN DIEGO,PUBLIC,LAKESIDE UNION ELEMENTARY,LAKESIDE,LAKESIDE FARMS ELEMENTARY,109,88,81,18,17,0,0,3,3,1,1,2,2,0,0,90,83,91,83,92,84,95,87,95,87,Y,Yes,,,,,,,,,,,37681896038343,0620790,02493,Active,San Diego,Lakeside Union Elementary,Lakeside Farms Elementary,11915 Lakeside Avenue,11915 Lakeside Ave.,Lakeside,92040-0578,CA,11915 Lakeside Avenue,11915 Lakeside Ave.,Lakeside,92040-0578,CA,(619) 390-2646,,www.lsusd.net,9/1/1957,,N,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,32.867036,-116.93598,Matt,Thompson,mthompson@lsusd.net,,,,,,,6/18/2015,6038343
6038368,SAN DIEGO,PUBLIC,LAKESIDE UNION ELEMENTARY,LAKESIDE,LAKEVIEW ELEMENTARY,135,130,96,4,3,0,0,1,1,1,1,0,0,0,0,131,97,133,99,133,99,132,98,134,99,Y,Yes,,,,,,,,,,,37681896038368,0620790,02495,Active,San Diego,Lakeside Union Elementary,Lakeview Elementary,9205 Lakeview Road,9205 Lakeview Rd.,Lakeside,92040-0578,CA,9205 Lakeview Road,9205 Lakeview Rd.,Lakeside,92040-0578,CA,(619) 390-2652,,www.lsusd.net,9/1/1959,,N,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,32.843603,-116.90428,Austin,McKeever,amckeever@lsusd.net,,,,,,,6/18/2015,6038368
6110092,SAN DIEGO,PUBLIC,LAKESIDE UNION ELEMENTARY,LAKESIDE,LEMON CREST ELEMENTARY,90,87,97,2,2,0,0,1,1,1,1,0,0,0,0,87,97,87,97,88,98,88,98,88,98,Y,Yes,,,,,,,,,,,37681896110092,0620790,10310,Active,San Diego,Lakeside Union Elementary,Lemon Crest Elementary,12463 Lemon Crest Drive,12463 Lemon Crest Dr.,Lakeside,92040-0578,CA,12463 Lemon Crest Drive,12463 Lemon Crest Dr.,Lakeside,92040-0578,CA,(619) 390-2527,,www.lsusd.net,9/10/1991,,N,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,32.852280,-116.92172,Veronica,Silva,vsilva@lsusd.net,,,,,,,8/13/2015,6110092
6038376,SAN DIEGO,PUBLIC,LAKESIDE UNION ELEMENTARY,LAKESIDE,LINDO PARK ELEMENTARY,77,76,99,0,0,0,0,1,1,1,1,0,0,0,0,76,99,76,99,76,99,76,99,76,99,Y,Yes,,,,,,,,,,,37681896038376,0620790,02496,Active,San Diego,Lakeside Union Elementary,Lindo Park Elementary,12824 Lakeshore Drive,12824 Lakeshore Dr.,Lakeside,92040-0578,CA,12824 Lakeshore Drive,12824 Lakeshore Dr.,Lakeside,92040-0578,CA,(619) 390-2656,,www.lsusd.net,9/1/1952,,N,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,32.859031,-116.91443,Nina,Drammissi,ndrammissi@lsusd.net,,,,,,,6/18/2015,6038376
0118323,SAN DIEGO,PUBLIC,LAKESIDE UNION ELEMENTARY,VISTA,NATIONAL UNIVERSITY ACADEMY,122,74,61,3,2,0,0,45,37,21,17,24,20,0,0,75,61,75,61,77,63,76,62,77,63,Y,Yes,,,,,,,,,,,37681890118323,0620790,12287,Active,San Diego,Lakeside Union Elementary,National University Academy,2030 University Drive,2030 University Dr.,Vista,92083-7736,CA,2030 University Drive,2030 University Dr.,Vista,92083-7736,CA,(760) 631-5842,,www.nu.edu,9/2/2008,,Y,0991,Directly funded,52,Elementary School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,K-12,P,33.170564,-117.22039,Kimberleigh,Marro,kkopp@nu.edu,,,,,,,10/14/2015,0118323
6038392,SAN DIEGO,PUBLIC,LAKESIDE UNION ELEMENTARY,LAKESIDE,WINTER GARDENS ELEMENTARY,174,161,93,2,1,0,0,11,6,7,4,4,2,0,0,162,93,162,93,162,93,162,93,163,94,Y,Yes,,,,,,,,,,,37681896038392,0620790,02499,Active,San Diego,Lakeside Union Elementary,Winter Gardens Elementary,8501 Pueblo Road,8501 Pueblo Rd.,Lakeside,92040-5406,CA,8501 Pueblo Road,8501 Pueblo Rd.,Lakeside,92040-5406,CA,(619) 390-2687,,www.lsusd.net,9/1/1961,,N,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-1,K-1,N,32.831458,-116.93122,Norma,Sandoval,nsandoval@lsusd.net,,,,,,,8/13/2015,6038392
6038608,SAN DIEGO,PUBLIC,LEMON GROVE,LEMON GROVE,LEMON GROVE ACADEMY FOR THE SCIENCES AND HUMANITIES,67,65,97,1,1,0,0,1,1,1,1,0,0,0,0,65,97,65,97,65,97,65,97,65,97,Y,Yes,,,,,,,,,,,37682056038608,0621330,02549,Active,San Diego,Lemon Grove,Lemon Grove Academy for the Sciences and Humanities,7866 Lincoln Street,7866 Lincoln St.,Lemon Grove,91945-2542,CA,7866 Lincoln Street,7866 Lincoln St.,Lemon Grove,91945-2542,CA,(619) 825-5628,,,7/1/1980,,N,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-8,K-8,N,32.738507,-117.02886,Rick,Oser,roser@lgsd.k12.ca.us,,,,,,,6/18/2015,6038608
6038624,SAN DIEGO,PUBLIC,LEMON GROVE,LEMON GROVE,MONTEREY HEIGHTS ELEMENTARY,91,90,99,0,0,0,0,1,1,1,1,0,0,0,0,90,99,90,99,90,99,90,99,90,99,Y,Yes,,,,,,,,,,,37682056038624,0621330,02551,Active,San Diego,Lemon Grove,Monterey Heights Elementary,7550 Canton Drive,7550 Canton Dr.,Lemon Grove,91945-2515,CA,7550 Canton Drive,7550 Canton Dr.,Lemon Grove,91945-2515,CA,(619) 825-5633,,,7/1/1980,,N,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-6,K-6,N,32.722188,-117.03315,LuzElena,Perez,leperez@lgsd.k12.ca.us,,,,,,,6/18/2015,6038624
6038632,SAN DIEGO,PUBLIC,LEMON GROVE,LEMON GROVE,MT. VERNON ELEMENTARY,78,77,99,0,0,0,0,1,1,1,1,0,0,0,0,77,99,77,99,77,99,77,99,77,99,Y,Yes,,,,,,,,,,,37682056038632,0621330,02552,Active,San Diego,Lemon Grove,Mt. Vernon Elementary,8350 Mount Vernon Street,8350 Mount Vernon St.,Lemon Grove,91945-3336,CA,8350 Mount Vernon Street,8350 Mount Vernon St.,Lemon Grove,91945-3336,CA,(619) 825-5613,,,7/1/1980,,N,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-8,K-8,N,32.732311,-117.02093,Russell,Little,rlittle@lgsd.k12.ca.us,,,,,,,10/6/2015,6038632
6038657,SAN DIEGO,PUBLIC,LEMON GROVE,LEMON GROVE,SAN ALTOS ELEMENTARY,89,86,97,1,1,0,0,2,2,2,2,0,0,0,0,86,97,86,97,86,97,86,97,87,98,Y,Yes,,,,,,,,,,,37682056038657,0621330,02554,Active,San Diego,Lemon Grove,San Altos Elementary,1750 Madera Street,1750 Madera St.,Lemon Grove,91945-2515,CA,1750 Madera Street,1750 Madera St.,Lemon Grove,91945-2515,CA,(619) 825-5621,,,7/1/1980,,N,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-6,K-6,N,32.724107,-117.04534,Larry,Buchanan,lbuchan@lgsd.k12.ca.us,,,,,,,6/18/2015,6038657
6038665,SAN DIEGO,PUBLIC,LEMON GROVE,LEMON GROVE,SAN MIGUEL ELEMENTARY,78,76,97,1,1,0,0,1,1,1,1,0,0,0,0,76,97,76,97,76,97,76,97,77,99,Y,Yes,,,,,,,,,,,37682056038665,0621330,02555,Active,San Diego,Lemon Grove,San Miguel Elementary,7059 San Miguel Avenue,7059 San Miguel Ave.,Lemon Grove,91945-2515,CA,7059 San Miguel Avenue,7059 San Miguel Ave.,Lemon Grove,91945-2515,CA,(619) 825-5619,,,7/1/1980,,N,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-6,K-6,N,32.735134,-117.04597,Heidi,Bergener,hbergen@lgsd.k12.ca.us,,,,,,,6/18/2015,6038665
